iter	Passed	Remaining
786	9946	2691
787	9958	2679
788	9970	2666
789	9982	2653
790	9992	2640
791	10003	2627
792	10014	2614
793	10025	2600
794	10034	2587
795	10045	2574
796	10053	2560
797	10067	2548
798	10078	2535
799	10086	2521
800	10097	2508
801	10107	2495
802	10116	2481
803	10128	2469
804	10143	2457
805	10155	2444
806	10168	2431
807	10180	2419
808	10193	2406
809	10202	2393
810	10213	2380
811	10226	2367
812	10237	2354
813	10247	2341
814	10258	2328
815	10268	2315
816	10278	2302
817	10289	2289
818	10298	2275
819	10309	2262
820	10319	2249
821	10328	2236
822	10338	2223
823	10348	2210
824	10363	2198
825	10376	2185
826	10391	2173
827	10403	2161
828	10412	2147
829	10423	2134
830	10433	2121
831	10443	2108
832	10455	2096
833	10464	2082
834	10475	2069
835	10485	2057
836	10494	2043
837	10505	2030
838	10515	2017
839	10525	2004
840	10535	1991
841	10544	1978
842	10556	1966
843	10571	1953
844	10585	1941
845	10598	1929
846	10607	1916
847	10618	1903
848	10627	1890
849	10638	1877
850	10650	1864
851	10658	1851
852	10669	1838
853	10679	1825
854	10690	1812
855	10701	1800
856	10711	1787
857	10720	1774
858	10730	1761
859	10739	1748
860	10750	1735
861	10760	1722
862	10771	1709
863	10785	1697
864	10801	1685
865	10814	1673
866	10824	1660
867	10834	1647
868	10845	1634
869	10854	1621
870	10866	1609
871	10878	1596
872	10886	1583
873	10898	1571
874	10908	1558
875	10917	1545
876	10928	1532
877	10938	1519
878	10947	1507
879	10958	1494
880	10966	1481
881	10977	1468
882	10991	1456
883	11005	1444
884	11017	1431
885	11030	1419
886	11041	1406
887	11050	1393
888	11060	1381
889	11070	1368
890	11079	1355
891	11090	1342
892	11099	1329
893	11111	1317
894	11122	1304
895	11130	1291
896	11141	1279
897	11151	1266
898	11160	1253
899	11171	1241
900	11181	1228
901	11195	1216
902	11213	1204
903	11227	1192
904	11238	1179
905	11246	1166
906	11256	1154
907	11267	1141
908	11276	1128
909	11287	1116
910	11297	1103
911	11307	1091
912	11318	1078
913	11326	1065
914	11338	1053
915	11348	1040
916	11357	1027
917	11367	1015
918	11376	1002
919	11388	990
920	11404	978
921	11451	968
922	11461	956
923	11472	943
924	11484	931
925	11494	918
926	11503	905
927	11514	893
928	11523	880
929	11534	868
930	11545	855
931	11553	842
932	11565	830
933	11575	817
934	11584	805
935	11595	792
936	11604	780
937	11619	768
938	11634	755
939	11652	743
940	11664	731
941	11675	718
942	11683	706
943	11695	693
944	11704	681
945	11714	668
946	11725	656
947	11734	643
948	11745	631
949	11756	618
950	11764	606
951	11775	593
952	11784	581
953	11796	568
954	11806	556
955	11816	543
956	11831	531
957	11843	519
958	11859	507
959	11873	494
960	11881	482
961	11892	469
962	11902	457
963	11911	444
964	11923	432
965	11932	419
966	11944	407
967	11956	395
968	11965	382
969	11976	370
970	11987	358
971	11996	345
972	12006	333
973	12017	320
974	12027	308
975	12038	296
976	12051	283
977	12068	271
978	12086	259
979	12098	246
980	12109	234
981	12122	222
982	12135	209
983	12144	197
984	12156	185
985	12166	172
986	12175	160
987	12187	148
988	12198	135
989	12207	123
990	12218	110
991	12228	98
992	12238	86
993	12249	73
994	12262	61
995	12276	49
996	12289	36
997	12301	24
998	12311	12
999	12321	0
